"Haus vun der Natur","Haus vun der Natur","Q13102969"
"Luxembourg","Luxembourg","Q1842"
"Governor Oliver Ames Estate","Governor Oliver Ames Estate","Q14635252"
"The Trustees of Reservations","The Trustees of Reservations","Q7770575"
"Topielica","Topielica","Q9360066"
"Wkra-Basin","Wkra-Basin","Q66562883"
"Abounamy","Abounamy","Q4668568"
"Maroni basin","Maroni basin","Q102626722"
"Bełdany","Bełdany","Q4081746"
"Narew Basin","Narew Basin","Q20906226"
"Dugway Brook Watershed","Dugway Brook Watershed","Q5312593"
"Lake Erie drainage basin","Lake Erie drainage basin","Q6475771"
"Lake Czorsztyn","Lake Czorsztyn","Q4302279"
"Vistula basin","Vistula basin","Q2887520"
"hotel","hotel","Q27686"
"R-116","R-116","Q11240338"
"military exercise","military exercise","Q357104"
"Boulevard Boisson","Boulevard Boisson","Q107214788"
"Danube Boulevard in Plovdiv","Danube Boulevard in Plovdiv","Q31192974"
"Tsar Boris III – Obedinitel Boulevard","Tsar Boris III – Obedinitel Boulevard","Q31192964"
"boulevard Richard-Wallace","boulevard Richard-Wallace","Q21098035"
"zirconium-98","zirconium-97","Q18845336"
"zironium-95","zirconium-95","Q18845335"
"zrconium-93","zirconium-93","Q18845334"
"Vecforštate Old Believers' House of Prayer","Vecforštate Old Believers' House of Prayer","Q4320769"
"Old Believers","Old Believers","Q223710"
"Latvia","Latvia","Q211"
"Old Believers Church of the Nativity of the Theotokos in Daugavpils","Old Believers Church of the Nativity of the Theotokos in Daugavpils","Q4300374"
"St. Nicholas Church","St. Nicholas Church","Q30037752"
"Ukraine","Ukraine","Q212"
"Old Believers church in Tiraspol","Old Believers church in Tiraspol","Q47538765"
"Russian Orthodox Old-Rite Church","Russian Orthodox Old-Rite Church","Q1636683"
"Moldova","Moldova","Q217"
"Church of Protection of the Holy Virgin in Minkavičy","Church of Protection of the Holy Virgin in Minkavičy","Q25536489"
"Belarus","Belarus","Q184"
"Stockholm Palace","Stockholm Palace","Q750444"
"Communications Museum","Communications Museum","Q15905060"
"London Hotel","London Hotel","Q22695992"
"Villa Mairea","Villa Mairea","Q2706241"
"Design Museum","Design Museum","Q3330350"
"Yad Vashem","Yad Vashem","Q156591"
"Wartburg","Wartburg","Q151545"
"City Highway 178A","City Highway 178A","Q64008275"
"City Highway 178","City Highway 178","Q15934132"
"City Highway 172A","City Highway 172A","Q65312909"
"City Highway 165","City Highway 165","Q15929921"
"City Highway 172","City Highway 172","Q15915629"
"City Highway 172B","City Highway 172B","Q65312906"
"County Highway 159A","County Highway 159A","Q65312966"
"County Highway 159","County Highway 159","Q15802435"
"CXOU J162046.2-513006","CXOU J162046.2-513006","Q89931562"
"2MASS J07363415+6538548","2MASS J07363415+6538548","Q89410737"
"WRAY 15-793","WRAY 15-793","Q89225314"
"2MASS J18553040-0236167","2MASS J18553040-0236167","Q88824209"
"OGLE LMC130.4 19472","OGLE LMC130.4 19472","Q88627319"
"HD 249179","HD 249179","Q90868103"
"RX J0123.4-7321","RX J0123.4-7321","Q94796411"
"X SMC X-2","X SMC X-2","Q94668445"
"X Persei","X Persei","Q4597650"
"X LMC X-3","X LMC X-3","Q3206084"
"LMC X-1","LMC X-1","Q2777677"
"LIN 203","LIN 203","Q95031557"
"[SG2005] SMC 42","[SG2005] SMC 42","Q95031510"
"[SG2005] SMC 50","[SG2005] SMC 50","Q95031434"
"SXP 7.92","SXP 7.92","Q94302194"
"[SST2011] J124152.72+411631.7","[SST2011] J124152.72+411631.7","Q94203846"
"May","May","Q16941160"
"April","April","Q16941157"
"March","March","Q16941154"
"January","January","Q16941150"
"Typhoon Mindulle","Typhoon Mindulle","Q108665166"
"Tropical Storm Dianmu","Tropical Storm Dianmu","Q108661627"
"Typhoon Goni","Typhoon Goni","Q108316157"
"Typhoon Rai","Typhoon Rai","Q110087935"
"Hurricane Abby","Hurricane Abby (1960)","Q5947103"
"Tropical Storm Edouard","Tropical Storm Edouard","Q3517882"
"Tropical Storm Dolly","Tropical Storm Dolly","Q3517879"
"Tropical Storm Chris","Tropical Storm Chris","Q3517875"
"Tropical Storm Aletta","Tropical Storm Aletta","Q3517869"
"Hurricane Paul","Hurricane Paul","Q3358417"
"Mount Wrangell","Mount Wrangell","Q185847"
"Mount Pico","Mount Pico smakulada","Q928681"
"Mount Chiginagak","Mount Chiginagak","Q851232"
"Ceotral Island","Central Island","Q1053880"
"ristap da Cunha","Tristan da Cunha","Q2454241"
"Nos Be","Nosy Be","Q1330558"
"Buckle Iland","Buckle Island","Q999791"
"C. Plummer","Christopher Plummer","Q190523"
"Christopher Plummer filmography","Christopher Plummer filmography","Q48697869"
"John Abbott","John Abbott","Q128696"
"P. Kalyan","Pawan Kalyan","Q6067643"
"Pawan Kalyan filmography","Pawan Kalyan filmography","Q18129290"
"Allu Arjun","Allu Arjun","Q642827"
"H. Roshan","Hrithik Roshan","Q233619"
"Hrithik Roshan filmography","Hrithik Roshan filmography","Q18327500"
"Rajesh Roshan","Rajesh Roshan","Q2074877"
"Kajol","Kajol","Q147395"
"Kajol filmography","Kajol filmography","Q18924381"
"Veeru Devgan","Veeru Devgan","Q7918225"
"Hyde","Hyde","Q306122"
"O","O","Q19831451"
"Japanese","Japanese","Q5287"
"Haruna Iikubo","Haruna Iikubo","Q265069"
"Kyoko Fukada","Kyoko Fukada","Q253882"
"Arthur Kuroda","Arthur Kuroda","Q838658"
"English","English","Q1860"
"Leslie Cheung","Leslie Cheung","Q313596"
"Chinese","Chinese","Q7850"
"Dwight D. Eisenhower","Dwight D. Eisenhower","Q9916"
"E. E. Velkiers","Esther Elizabeth Velkiers","Q5401176"
"Baroque music","Baroque music","Q8361"
"E. Kegel","Emanuel Kegel","Q5369091"
"E. Purcell","Edward Purcell","Q5344922"
"E. Finch","Edward Finch","Q5342899"
"D. D. Melgás","Diogo Dias Melgás","Q5279193"
"J. J. Vilsmayr","Johann Joseph Vilsmayr","Q587869"
"J. Addams","Jane Addams","Q180989"
"socialism","socialism","Q7272"
"Eugène Janin","Eugène Janin","Q34037068"
"bachelor's degree","bachelor's degree","Q163727"
"Gabriel Demante","Gabriel Demante","Q34036055"
"Leszek Konieczny","Leszek Konieczny","Q104551759"
"professor","professor","Q121594"
"Snezhana Popova","Snezhana Popova","Q104536916"
"Hrant Yeritsyan","Hrant Yeritsyan","Q104534821"
"Barbara Gutkowska","Barbara Gutkowska","Q104532630"
"Pyotr Fedoseyev","Pyotr Fedoseyev","Q3512648"
"Novodevichy Cemetery","Novodevichy Cemetery","Q208175"
"Communist Party of the Soviet Union","Communist Party of the Soviet Union","Q79854"
"Category:20th-century philosophy","Category:20th-century philosophy","Q8206156"
"Evald Ilyenkov","Evald Ilyenkov","Q1382977"
"Leonid Fëdorovič Il'ičëv","Leonid Fëdorovič Il'ičëv","Q3830605"
"Kuntsevo Cemetery","Kuntsevo Cemetery","Q1514332"
"Julius Caesar","Julius Caesar","Q1048"
"Temple of Caesar","Temple of Caesar","Q1133288"
"populares","populares","Q271108"
"Late Roman Republic","Late Roman Republic","Q2815472"
"Theodore Roosevelt","Theodore Roosevelt","Q33866"
"Youngs Memorial Cemetery","Youngs Memorial Cemetery","Q14707829"
"Republican Party","Republican Party","Q29468"
"Progressive Era","Progressive Era","Q2635158"
"death of Linda Norgrove","death of Linda Norgrove","Q104521362"
"Korangal Valley","Korangal Valley","Q6431405"
"Death of Cleopatra","Death of Cleopatra","Q30315441"
"Alexandria","Alexandria","Q87"
"Mark Chua","Mark Chua","Q6767071"
"Manila","Manila","Q1461"
"Umayyad Army","Umayyad Army","Q59551740"
"Umayyad Caliphate","Umayyad Caliphate","Q8575586"
"Army of the State of Los Altos","Army of the State of Los Altos","Q78031480"
"Federal Republic of Central America","Federal Republic of Central America","Q190025"
"Technology and Maintenance Corps","Technology and Maintenance Corps","Q7100880"
"Israel","Israel","Q801"
"Sahrawi people's Liberation Army","Sahrawi people's Liberation Army","Q52788460"
"Sahrawi Arab Democratic Republic","Sahrawi Arab Democratic Republic","Q40362"
"Libyan National Army","Libyan National Army","Q61000498"
"Libya","Libya","Q1016"
"Abbatis Wall Guard","Abbatis Wall Guard","Q55657982"
"Russian Empire","Russian Empire","Q34266"
"SOCADEF","SOCADEF","Q63443289"
"Cameroon","Cameroon","Q1009"
"Mount Makihata","Mount Makihata","Q11479929"
"Middle Triassic","Middle Triassic","Q929395"
"Schlicker Seespitze","Schlicker Seespitze","Q2239643"
"Norian","Norian","Q1080207"
"Saile","Saile","Q2212240"
"Kuhljochspitze","Kuhljochspitze","Q1791229"
"Riepenwand","Riepenwand","Q1740568"
"Marchreisenspitze","Marchreisenspitze","Q1514704"
"Pico Central de la Cascada","Pico Central de la Cascada","Q3382290"
"Selandian","Selandian","Q503349"
"Mount Rebun","Mount Rebun","Q6923162"
"Early Cretaceous","Early Cretaceous","Q752187"
"Truc du Midi","Truc du Midi","Q3541079"
"Middle Jurassic","Middle Jurassic","Q500054"
"Mont Bayard","Mont Bayard","Q3321687"
"Crêt de Chalam","Crêt de Chalam","Q3006348"
"Crêt à la Dame","Crêt à la Dame","Q3006358"
"Late Jurassic","Late Jurassic","Q499312"
"Crêt de l'Auger","Crêt de l'Auger","Q3006352"
"Le Reculet","Le Reculet","Q1456446"
"Kimmeridgian","Kimmeridgian","Q733565"
"Le Soliat","Le Soliat","Q1427815"
"Grand Crêt","Grand Crêt","Q1288247"
"Colomby de Gex","Colomby de Gex","Q1110479"
"Le Chasseron","Le Chasseron","Q674126"
"Stormberg Mountains","Stormberg Mountains","Q2562097"
"Neoarchean","Neoarchean","Q645135"
"Boumort","Boumort","Q17386829"
"El Castellar","El Castellar","Q16608834"
"Eldhraun","Eldhraun","Q16303663"
"Hricovec","Hricovec","Q15457470"
"Hughes Mountain","Hughes Mountain","Q14704319"
"Jankov vŕšok","Jankov vŕšok","Q13419805"
"Vápeč","Vápeč","Q12772728"
"Mount Sniktau","Mount Sniktau","Q6923733"
"Edwin Howard Norton Patterson","Edwin Howard Norton Patterson","Q111669236"
"Mount Flemer","Mount Flemer","Q49052714"
"John Adolph Flemer","John Adolph Flemer","Q111612497"
"Gislifluh","Gislifluh","Q2700816"
"Gisela","Gisela","Q111356886"
"Adlisberg","Adlisberg","Q358573"
"Adalo","Adalo","Q110769953"
"Barnum Peak","Barnum Peak","Q4862012"
"J. D. Barnum","J. D. Barnum","Q110542794"
"DeLorme Donaldson Cairnes","DeLorme Donaldson Cairnes","Q110158322"
"Jelgafell","Helgafell","Q1141849"
"Iceland","Iceland","Q189"
"Nordic Volcanological Center","Nordic Volcanological Center","Q9050633"
"Tungurahua voncano","Tungurahua volcano","Q207421"
"Ecuador","Ecuador","Q736"
"Instituto Geofísico de la Escuela Politécnica Nacional","Instituto Geofísico de la Escuela Politécnica Nacional","Q29021307"
"Kodutka","Khodutka","Q2670289"
"Russia","Russia","Q159"
"Institute of Volcanology and Seismology","Institute of Volcanology and Seismology","Q2656051"
"amehen","Gamchen","Q2666935"
"Yoyampplsky","Voyampolsky","Q2666931"
"Sinjajevina","Sinjajevina","Q3047008"
"sedimentary rock","sedimentary rock","Q82480"
"Bessillon","Bessillon","Q2899922"
"Beljanica","Beljanica","Q2894533"
"limestone","limestone","Q23757"
"Mont Myon","Mont Myon","Q3321969"
"Massif de l'Étoile","Massif de l'Étoile","Q3297654"
"Arenal Volcano","Arenal Volcano","Q641588"
"andesite","andesite","Q181908"
"Aavasaksa","Aavasaksa","Q303806"
"pluton","pluton","Q513110"
